 Function Name                                       Address          Relative AddressOrdinal          Filename            Full Path                                 Type
   lineUnpark                                        0x41c8d1a9       0x0000d1a9      219 (0xdb)       tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function

   lineUnparkA                                       0x41c8d152       0x0000d152      220 (0xdc)       tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function

   lineUnparkW                                       0x41c8d07c       0x0000d07c      221 (0xdd)       tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function

   LocWizardDlgProc                                  0x41c9e74d       0x0001e74d      4 (0x4)          tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function

   LOpenDialAsst                                     0x41c84cdc       0x00004cdc      3 (0x3)          tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function

   MMCAddProvider                                    0x41c916ea       0x000116ea      5 (0x5)          tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function

   MMCConfigProvider                                 0x41c91757       0x00011757      6 (0x6)          tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function

   MMCGetAvailableProviders                          0x41c917be       0x000117be      7 (0x7)          tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function

   MMCGetDeviceFlags                                 0x41c9242a       0x0001242a      8 (0x8)          tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function

   MMCGetLineInfo                                    0x41c9187a       0x0001187a      9 (0x9)          tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function

   MMCGetLineStatus                                  0x41c925cf       0x000125cf      10 (0xa)         tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function

   MMCGetPhoneInfo                                   0x41c91936       0x00011936      11 (0xb)         tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function

   MMCGetPhoneStatus                                 0x41c9268e       0x0001268e      12 (0xc)         tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function

   MMCGetProviderList                                0x41c919f2       0x000119f2      13 (0xd)         tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function

   MMCGetServerConfig                                0x41c91a5b       0x00011a5b      14 (0xe)         tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function

   MMCInitialize                                     0x41c91cb6       0x00011cb6      15 (0xf)         tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function

   MMCRemoveProvider                                 0x41c9216d       0x0001216d      16 (0x10)        tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function

   MMCSetLineInfo                                    0x41c921d4       0x000121d4      17 (0x11)        tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function

   MMCSetPhoneInfo                                   0x41c92290       0x00012290      18 (0x12)        tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function

   MMCSetServerConfig                                0x41c9234c       0x0001234c      19 (0x13)        tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function

   MMCShutdown                                       0x41c92503       0x00012503      20 (0x14)        tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function

   NonAsyncEventThread                               0x41c91693       0x00011693      21 (0x15)        tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function

   phoneClose                                        0x41c8d1b6       0x0000d1b6      222 (0xde)       tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function

   phoneConfigDialog                                 0x41c9148f       0x0001148f      223 (0xdf)       tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function

   phoneConfigDialogA                                0x41c9143c       0x0001143c      224 (0xe0)       tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function

   phoneConfigDialogW                                0x41c91303       0x00011303      225 (0xe1)       tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function

   phoneDevSpecific                                  0x41c8d23e       0x0000d23e      226 (0xe2)       tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function

   phoneGetButtonInfo                                0x41c8d3cd       0x0000d3cd      227 (0xe3)       tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function

   phoneGetButtonInfoA                               0x41c8d39a       0x0000d39a      228 (0xe4)       tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function

   phoneGetButtonInfoW                               0x41c8d336       0x0000d336      229 (0xe5)       tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function

   phoneGetData                                      0x41c8d3da       0x0000d3da      230 (0xe6)       tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function

   phoneGetDevCaps                                   0x41c8d53c       0x0000d53c      231 (0xe7)       tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function

   phoneGetDevCapsA                                  0x41c8d4d2       0x0000d4d2      232 (0xe8)       tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function

   phoneGetDevCapsW                                  0x41c8d447       0x0000d447      233 (0xe9)       tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function

   phoneGetDisplay                                   0x41c8d549       0x0000d549      234 (0xea)       tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function

   phoneGetGain                                      0x41c8d5ae       0x0000d5ae      235 (0xeb)       tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function

   phoneGetHookSwitch                                0x41c8d612       0x0000d612      236 (0xec)       tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function

   phoneGetIcon                                      0x41c8d79a       0x0000d79a      240 (0xf0)       tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function

   phoneGetIconA                                     0x41c8d743       0x0000d743      241 (0xf1)       tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function

   phoneGetIconW                                     0x41c8d677       0x0000d677      242 (0xf2)       tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function

   phoneGetID                                        0x41c8db84       0x0000db84      237 (0xed)       tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function

   phoneGetIDA                                       0x41c8db00       0x0000db00      238 (0xee)       tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function

   phoneGetIDW                                       0x41c8d7a7       0x0000d7a7      239 (0xef)       tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function

   phoneGetLamp                                      0x41c8db94       0x0000db94      243 (0xf3)       tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function

   phoneGetMessage                                   0x41c85881       0x00005881      244 (0xf4)       tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function

   phoneGetRing                                      0x41c8dbf8       0x0000dbf8      245 (0xf5)       tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function

   phoneGetStatus                                    0x41c8dcff       0x0000dcff      246 (0xf6)       tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function

   phoneGetStatusA                                   0x41c8dccf       0x0000dccf      247 (0xf7)       tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function

   phoneGetStatusMessages                            0x41c8dd0c       0x0000dd0c      248 (0xf8)       tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function

   phoneGetStatusW                                   0x41c8dc6a       0x0000dc6a      249 (0xf9)       tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function

   phoneGetVolume                                    0x41c8dd91       0x0000dd91      250 (0xfa)       tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function

   phoneInitialize                                   0x41c9149c       0x0001149c      251 (0xfb)       tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function

   phoneInitializeExA                                0x41c915d6       0x000115d6      252 (0xfc)       tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function

   phoneInitializeExW                                0x41c91554       0x00011554      253 (0xfd)       tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function

   phoneNegotiateAPIVersion                          0x41c8ddf5       0x0000ddf5      254 (0xfe)       tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function

   phoneNegotiateExtVersion                          0x41c8de9f       0x0000de9f      255 (0xff)       tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function
   phoneOpen                                         0x41c8df32       0x0000df32      256 (0x100)      tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function

   phoneSetButtonInfo                                0x41c8e1e9       0x0000e1e9      257 (0x101)      tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function
   phoneSetButtonInfoA                               0x41c8e079       0x0000e079      258 (0x102)      tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function
   phoneSetButtonInfoW                               0x41c8e015       0x0000e015      259 (0x103)      tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function

   phoneSetData                                      0x41c8e1f9       0x0000e1f9      260 (0x104)      tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function
   phoneSetDisplay                                   0x41c8e266       0x0000e266      261 (0x105)      tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function
   phoneSetGain                                      0x41c8e2e2       0x0000e2e2      262 (0x106)      tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function
   phoneSetHookSwitch                                0x41c8e349       0x0000e349      263 (0x107)      tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function

   phoneSetLamp                                      0x41c8e3de       0x0000e3de      264 (0x108)      tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function
   phoneSetRing                                      0x41c8e445       0x0000e445      265 (0x109)      tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function
   phoneSetStatusMessages                            0x41c8e4ac       0x0000e4ac      266 (0x10a)      tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function
   phoneSetVolume                                    0x41c8e51b       0x0000e51b      267 (0x10b)      tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function

   phoneShutdown                                     0x41c9167b       0x0001167b      268 (0x10c)      tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function
   tapiGetLocationInfo                               0x41ca1e4b       0x00021e4b      269 (0x10d)      tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function
   tapiGetLocationInfoA                              0x41ca1c92       0x00021c92      270 (0x10e)      tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function
   tapiGetLocationInfoW                              0x41ca1b2e       0x00021b2e      271 (0x10f)      tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function

   tapiRequestDrop                                   0x41c8e582       0x0000e582      272 (0x110)      tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function
   tapiRequestMakeCall                               0x41c8ea2f       0x0000ea2f      273 (0x111)      tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function
   tapiRequestMakeCallA                              0x41c8e949       0x0000e949      274 (0x112)      tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function

   tapiRequestMakeCallW                              0x41c8e5e7       0x0000e5e7      275 (0x113)      tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function
   tapiRequestMediaCall                              0x41c8ed0b       0x0000ed0b      276 (0x114)      tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function
   tapiRequestMediaCallA                             0x41c8eb75       0x0000eb75      277 (0x115)      tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function
   tapiRequestMediaCallW                             0x41c8ea3f       0x0000ea3f      278 (0x116)      tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function

   TAPIWndProc                                       0x41c84325       0x00004325      22 (0x16)        tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function
   TUISPIDLLCallback                                 0x41c8eefa       0x0000eefa      23 (0x17)        tapi32.dll          C:\Windows\System32\tapi32.dll            Exported Function

