 Function Name                          Address         Relative Address Ordinal          Filename            Full Path                                Type
   CreateBitmap                         0x7dac5d53      0x00015d53       1053 (0x41d)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   CreateBitmapFromDxSurface            0x7db05dcd      0x00055dcd       1054 (0x41e)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   CreateBitmapIndirect                 0x7dad24fc      0x000224fc       1055 (0x41f)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   CreateBrushIndirect                  0x7daca218      0x0001a218       1056 (0x420)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   CreateColorSpaceA                    0x7daef120      0x0003f120       1057 (0x421)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   CreateColorSpaceW                    0x7daef236      0x0003f236       1058 (0x422)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   CreateCompatibleBitmap               0x7dac5f49      0x00015f49       1059 (0x423)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   CreateCompatibleDC                   0x7dac54f4      0x000154f4       1060 (0x424)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   CreateDCA                            0x7dac95f4      0x000195f4       1061 (0x425)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   CreateDCW                            0x7dace45d      0x0001e45d       1062 (0x426)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   CreateDIBitmap                       0x7dac7050      0x00017050       1066 (0x42a)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   CreateDIBPatternBrush                0x7dad1dc2      0x00021dc2       1063 (0x427)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   CreateDIBPatternBrushPt              0x7dadb566      0x0002b566       1064 (0x428)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   CreateDIBSection                     0x7dac9e73      0x00019e73       1065 (0x429)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   CreateDiscardableBitmap              0x7daf398b      0x0004398b       1067 (0x42b)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   CreateEllipticRgn                    0x7daf36c6      0x000436c6       1068 (0x42c)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   CreateEllipticRgnIndirect            0x7daf36d6      0x000436d6       1069 (0x42d)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   CreateEnhMetaFileA                   0x7dada7d2      0x0002a7d2       1070 (0x42e)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   CreateEnhMetaFileW                   0x7dad3cd5      0x00023cd5       1071 (0x42f)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   CreateFontA                          0x7dacceb0      0x0001ceb0       1072 (0x430)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   CreateFontIndirectA                  0x7daccdc5      0x0001cdc5       1073 (0x431)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   CreateFontIndirectExA                0x7daf370d      0x0004370d       1074 (0x432)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   CreateFontIndirectExW                0x7dac5b81      0x00015b81       1075 (0x433)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   CreateFontIndirectW                  0x7dac5c19      0x00015c19       1076 (0x434)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   CreateFontW                          0x7daca780      0x0001a780       1077 (0x435)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   CreateHalftonePalette                0x7dacb8b0      0x0001b8b0       1078 (0x436)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   CreateHatchBrush                     0x7daf3970      0x00043970       1079 (0x437)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   CreateICA                            0x7dac9656      0x00019656       1080 (0x438)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   CreateICW                            0x7dacc208      0x0001c208       1081 (0x439)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   CreateMetaFileA                      0x7dad9cb1      0x00029cb1       1082 (0x43a)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   CreateMetaFileW                      0x7dad9ced      0x00029ced       1083 (0x43b)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   CreateOPMProtectedOutputs            0x7dadea68      0x0002ea68       1084 (0x43c)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   CreatePalette                        0x7dac96a3      0x000196a3       1085 (0x43d)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   CreatePatternBrush                   0x7dac5dde      0x00015dde       1086 (0x43e)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   CreatePen                            0x7dacbc0f      0x0001bc0f       1087 (0x43f)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   CreatePenIndirect                    0x7dad1a32      0x00021a32       1088 (0x440)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   CreatePolygonRgn                     0x7dacddb1      0x0001ddb1       1090 (0x442)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   CreatePolyPolygonRgn                 0x7daf5d56      0x00045d56       1089 (0x441)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   CreateRectRgn                        0x7dac77ce      0x000177ce       1091 (0x443)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   CreateRectRgnIndirect                0x7dac972f      0x0001972f       1092 (0x444)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   CreateRoundRectRgn                   0x7daf36fd      0x000436fd       1093 (0x445)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   CreateScalableFontResourceA          0x7daed333      0x0003d333       1094 (0x446)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   CreateScalableFontResourceW          0x7daec5d9      0x0003c5d9       1095 (0x447)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   CreateSolidBrush                     0x7dac5427      0x00015427       1096 (0x448)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTAcquireKeyedMutex              0x7db060ed      0x000560ed       1097 (0x449)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTCheckExclusiveOwnership        0x7dade7b0      0x0002e7b0       1098 (0x44a)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTCheckMonitorPowerState         0x7dade7ce      0x0002e7ce       1099 (0x44b)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTCheckOcclusion                 0x7db0610d      0x0005610d       1100 (0x44c)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTCheckSharedResourceAccess      0x7db0612d      0x0005612d       1101 (0x44d)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTCheckVidPnExclusiveOwners...   0x7db0614d      0x0005614d       1102 (0x44e)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

