 Function Name                                       Address          Relative AddressOrdinal          Filename            Full Path                                 Type

   _mbsnbcnt                                         0x75b42e12       0x00062e12      659 (0x293)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbsnbcnt_l                                       0x75b42d87       0x00062d87      660 (0x294)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbsnbcoll                                        0x75b42f16       0x00062f16      661 (0x295)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbsnbcoll_l                                      0x75b42e2e       0x00062e2e      662 (0x296)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbsnbcpy                                         0x75b4301d       0x0006301d      663 (0x297)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbsnbcpy_l                                       0x75b42f35       0x00062f35      664 (0x298)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbsnbcpy_s                                       0x75b08455       0x00028455      665 (0x299)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbsnbcpy_s_l                                     0x75b4303c       0x0006303c      666 (0x29a)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbsnbicmp                                        0x75b43480       0x00063480      667 (0x29b)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbsnbicmp_l                                      0x75b43250       0x00063250      668 (0x29c)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbsnbicoll                                       0x75afa94d       0x0001a94d      669 (0x29d)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbsnbicoll_l                                     0x75afa96c       0x0001a96c      670 (0x29e)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbsnbset                                         0x75b43589       0x00063589      671 (0x29f)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbsnbset_l                                       0x75b4349f       0x0006349f      672 (0x2a0)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbsnbset_s                                       0x75b435a8       0x000635a8      673 (0x2a1)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbsnbset_s_l                                     0x75b4376b       0x0006376b      674 (0x2a2)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbsncat                                          0x75b43ac8       0x00063ac8      675 (0x2a3)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbsncat_l                                        0x75b4399f       0x0006399f      676 (0x2a4)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbsncat_s                                        0x75b43ae7       0x00063ae7      677 (0x2a5)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbsncat_s_l                                      0x75b43cd3       0x00063cd3      678 (0x2a6)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbsnccnt                                         0x75b43fe1       0x00063fe1      679 (0x2a7)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbsnccnt_l                                       0x75b43f51       0x00063f51      680 (0x2a8)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbsncmp                                          0x75b4412e       0x0006412e      681 (0x2a9)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbsncmp_l                                        0x75b43ffd       0x00063ffd      682 (0x2aa)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbsncoll                                         0x75b4426d       0x0006426d      683 (0x2ab)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbsncoll_l                                       0x75b4414d       0x0006414d      684 (0x2ac)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbsncpy                                          0x75b44367       0x00064367      685 (0x2ad)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbsncpy_l                                        0x75b4428c       0x0006428c      686 (0x2ae)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbsncpy_s                                        0x75b44386       0x00064386      687 (0x2af)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbsncpy_s_l                                      0x75b44507       0x00064507      688 (0x2b0)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbsnextc                                         0x75b44794       0x00064794      689 (0x2b1)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbsnextc_l                                       0x75b44717       0x00064717      690 (0x2b2)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbsnicmp                                         0x75b44979       0x00064979      691 (0x2b3)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbsnicmp_l                                       0x75b447ac       0x000647ac      692 (0x2b4)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbsnicoll                                        0x75b44ab8       0x00064ab8      693 (0x2b5)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbsnicoll_l                                      0x75b44998       0x00064998      694 (0x2b6)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbsninc                                          0x75b44b01       0x00064b01      695 (0x2b7)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbsninc_l                                        0x75b44ad7       0x00064ad7      696 (0x2b8)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbsnlen                                          0x75b44b9b       0x00064b9b      697 (0x2b9)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbsnlen_l                                        0x75b44b1d       0x00064b1d      698 (0x2ba)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbsnset                                          0x75b44d03       0x00064d03      699 (0x2bb)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbsnset_l                                        0x75b44bb7       0x00064bb7      700 (0x2bc)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbsnset_s                                        0x75b44d22       0x00064d22      701 (0x2bd)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbsnset_s_l                                      0x75b44ed2       0x00064ed2      702 (0x2be)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbspbrk                                          0x75af8fa1       0x00018fa1      703 (0x2bf)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbspbrk_l                                        0x75af8fbd       0x00018fbd      704 (0x2c0)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbsrchr                                          0x75af8e5b       0x00018e5b      705 (0x2c1)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbsrchr_l                                        0x75af8e77       0x00018e77      706 (0x2c2)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbsrev                                           0x75b451b9       0x000651b9      707 (0x2c3)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbsrev_l                                         0x75b450f4       0x000650f4      708 (0x2c4)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbsset                                           0x75b45298       0x00065298      709 (0x2c5)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbsset_l                                         0x75b451d1       0x000651d1      710 (0x2c6)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbsset_s                                         0x75b452b4       0x000652b4      711 (0x2c7)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbsset_s_l                                       0x75b4539f       0x0006539f      712 (0x2c8)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbsspn                                           0x75b08640       0x00028640      713 (0x2c9)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbsspn_l                                         0x75b0865c       0x0002865c      714 (0x2ca)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbsspnp                                          0x75b455d3       0x000655d3      715 (0x2cb)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbsspnp_l                                        0x75b454fd       0x000654fd      716 (0x2cc)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbsstr                                           0x75b085af       0x000285af      717 (0x2cd)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbsstr_l                                         0x75b085cb       0x000285cb      718 (0x2ce)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbstok                                           0x75b45615       0x00065615      719 (0x2cf)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbstok_l                                         0x75b455ef       0x000655ef      720 (0x2d0)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbstok_s                                         0x75b45837       0x00065837      721 (0x2d1)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbstok_s_l                                       0x75b45663       0x00065663      722 (0x2d2)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbstowcs_l                                       0x75b31d6e       0x00051d6e      723 (0x2d3)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbstowcs_s_l                                     0x75afd00b       0x0001d00b      724 (0x2d4)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbstrlen                                         0x75b31e2f       0x00051e2f      725 (0x2d5)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbstrlen_l                                       0x75b31d7e       0x00051d7e      726 (0x2d6)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbstrnlen                                        0x75b31f69       0x00051f69      727 (0x2d7)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbstrnlen_l                                      0x75b31e61       0x00051e61      728 (0x2d8)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbsupr                                           0x75b459b0       0x000659b0      729 (0x2d9)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbsupr_l                                         0x75b45985       0x00065985      730 (0x2da)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbsupr_s                                         0x75b45969       0x00065969      731 (0x2db)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbsupr_s_l                                       0x75b45856       0x00065856      732 (0x2dc)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mbtowc_l                                         0x75aebd8b       0x0000bd8b      733 (0x2dd)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _memccpy                                          0x779abd00       0x0007bd00      1889 (0x761)     ntdll.dll           C:\Windows\SysWOW64\ntdll.dll             Exported Function

   _memccpy                                          0x75b1082d       0x0003082d      734 (0x2de)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _memicmp                                          0x77a03db8       0x000d3db8      1890 (0x762)     ntdll.dll           C:\Windows\SysWOW64\ntdll.dll             Exported Function

   _memicmp                                          0x75af06c8       0x000106c8      735 (0x2df)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _memicmp_l                                        0x75b601c3       0x000801c3      736 (0x2e0)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mkdir                                            0x75b33ed2       0x00053ed2      737 (0x2e1)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mkgmtime                                         0x75b01bbd       0x00021bbd      738 (0x2e2)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mkgmtime32                                       0x75b01bca       0x00021bca      739 (0x2e3)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mkgmtime64                                       0x75b62c5f       0x00082c5f      740 (0x2e4)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mktemp                                           0x75b401db       0x000601db      741 (0x2e5)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mktemp_s                                         0x75b40232       0x00060232      742 (0x2e6)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mktime32                                         0x75b05f92       0x00025f92      743 (0x2e7)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _mktime64                                         0x75b62c48       0x00082c48      744 (0x2e8)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _msize                                            0x75aef43b       0x0000f43b      745 (0x2e9)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _msize_debug                                      0x75b45a08       0x00065a08      746 (0x2ea)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _nextafter                                        0x75b77985       0x00097985      747 (0x2eb)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _onexit                                           0x75af112d       0x0001112d      748 (0x2ec)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _open                                             0x75b07e48       0x00027e48      749 (0x2ed)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _open_osfhandle                                   0x75af29d2       0x000129d2      750 (0x2ee)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _osplatform                                       0x75b80034       0x000a0034      751 (0x2ef)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _osver                                            0x75b8015c       0x000a015c      752 (0x2f0)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _outp                                             0x75b1058b       0x0003058b      753 (0x2f1)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _outpd                                            0x75b105a5       0x000305a5      754 (0x2f2)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _outpw                                            0x75b10598       0x00030598      755 (0x2f3)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _pclose                                           0x75b07055       0x00027055      756 (0x2f4)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _pctype                                           0x75b804b8       0x000a04b8      757 (0x2f5)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _pgmptr                                           0x75b830bc       0x000a30bc      758 (0x2f6)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _pipe                                             0x75afc694       0x0001c694      759 (0x2f7)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _popen                                            0x75b56044       0x00076044      760 (0x2f8)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _printf_l                                         0x75b565b9       0x000765b9      761 (0x2f9)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _printf_p                                         0x75b56630       0x00076630      762 (0x2fa)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _printf_p_l                                       0x75b56612       0x00076612      763 (0x2fb)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _printf_s_l                                       0x75b565d7       0x000765d7      764 (0x2fc)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _purecall                                         0x75b46ea9       0x00066ea9      765 (0x2fd)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _putch                                            0x75b40306       0x00060306      766 (0x2fe)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _putenv                                           0x75b470dd       0x000670dd      767 (0x2ff)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _putenv_s                                         0x75b47149       0x00067149      768 (0x300)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _putw                                             0x75b5664d       0x0007664d      769 (0x301)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _putwch                                           0x75b3ecb9       0x0005ecb9      770 (0x302)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _putws                                            0x75b56729       0x00076729      771 (0x303)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _pwctype                                          0x75b80450       0x000a0450      772 (0x304)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _read                                             0x75afc245       0x0001c245      773 (0x305)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _realloc_dbg                                      0x75b459ef       0x000659ef      774 (0x306)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _resetstkoflw                                     0x75b3e091       0x0005e091      775 (0x307)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _rmdir                                            0x75b33f09       0x00053f09      776 (0x308)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _rmtmp                                            0x75af35c9       0x000135c9      777 (0x309)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _rotl                                             0x75b46b5e       0x00066b5e      778 (0x30a)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _rotl64                                           0x75b46b75       0x00066b75      779 (0x30b)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _rotr                                             0x75b46bb4       0x00066bb4      780 (0x30c)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _rotr64                                           0x75b46bcb       0x00066bcb      781 (0x30d)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _safe_fdiv                                        0x75b1180c       0x0003180c      782 (0x30e)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _safe_fdivr                                       0x75b11821       0x00031821      783 (0x30f)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _safe_fprem                                       0x75b11da9       0x00031da9      784 (0x310)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _safe_fprem1                                      0x75b11daf       0x00031daf      785 (0x311)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _scalb                                            0x75b77878       0x00097878      786 (0x312)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _scanf_l                                          0x75b568e3       0x000768e3      787 (0x313)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _scanf_s_l                                        0x75b56906       0x00076906      788 (0x314)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _scprintf                                         0x75afc175       0x0001c175      789 (0x315)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _scprintf_l                                       0x75b569b9       0x000769b9      790 (0x316)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _scprintf_p_l                                     0x75b569d7       0x000769d7      791 (0x317)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _scwprintf                                        0x75afc1b0       0x0001c1b0      792 (0x318)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _scwprintf_l                                      0x75b56a64       0x00076a64      793 (0x319)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _scwprintf_p_l                                    0x75b56a82       0x00076a82      794 (0x31a)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _searchenv                                        0x75b4753f       0x0006753f      795 (0x31b)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _searchenv_s                                      0x75b471e1       0x000671e1      796 (0x31c)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _seh_longjmp_unwind                               0x75b106e2       0x000306e2      798 (0x31e)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _seh_longjmp_unwind4                              0x75b10743       0x00030743      797 (0x31d)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _set_controlfp                                    0x75b77c6f       0x00097c6f      800 (0x320)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _set_doserrno                                     0x75b33be8       0x00053be8      801 (0x321)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _set_errno                                        0x75b33bc6       0x00053bc6      802 (0x322)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _set_error_mode                                   0x75af4a3d       0x00014a3d      803 (0x323)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _set_fileinfo                                     0x75b39ae4       0x00059ae4      804 (0x324)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _set_fmode                                        0x75b3fbf1       0x0005fbf1      805 (0x325)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _set_output_format                                0x75b55c77       0x00075c77      806 (0x326)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _set_sbh_threshold                                0x75b3d702       0x0005d702      807 (0x327)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _set_SSE2_enable                                  0x75b78fd9       0x00098fd9      799 (0x31f)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _seterrormode                                     0x75b332e1       0x000532e1      808 (0x328)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _setjmp                                           0x75b10764       0x00030764      809 (0x329)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _setjmp3                                          0x75aeedef       0x0000edef      810 (0x32a)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _setmaxstdio                                      0x75b55cc3       0x00075cc3      811 (0x32b)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _setmbcp                                          0x75af1abd       0x00011abd      812 (0x32c)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _setmode                                          0x75afcc73       0x0001cc73      813 (0x32d)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _setsystime                                       0x75b62883       0x00082883      814 (0x32e)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _sleep                                            0x75b3299f       0x0005299f      815 (0x32f)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _snprintf                                         0x77a03dc8       0x000d3dc8      1891 (0x763)     ntdll.dll           C:\Windows\SysWOW64\ntdll.dll             Exported Function

   _snprintf                                         0x75b0fa7c       0x0002fa7c      816 (0x330)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _snprintf_c                                       0x75b56ac4       0x00076ac4      817 (0x331)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _snprintf_c_l                                     0x75b56b8b       0x00076b8b      818 (0x332)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _snprintf_l                                       0x75b56aa0       0x00076aa0      819 (0x333)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _snprintf_s                                       0x77a0745a       0x000d745a      1892 (0x764)     ntdll.dll           C:\Windows\SysWOW64\ntdll.dll             Exported Function

   _snprintf_s                                       0x75b4a79d       0x0006a79d      820 (0x334)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _snprintf_s_l                                     0x75b5696e       0x0007696e      821 (0x335)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _snscanf                                          0x75b56c17       0x00076c17      822 (0x336)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _snscanf_l                                        0x75b56c3f       0x00076c3f      823 (0x337)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _snscanf_s                                        0x77a0747e       0x000d747e      1893 (0x765)     ntdll.dll           C:\Windows\SysWOW64\ntdll.dll             Exported Function

   _snscanf_s                                        0x75b4a7c1       0x0006a7c1      824 (0x338)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _snscanf_s_l                                      0x75b56c68       0x00076c68      825 (0x339)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _snwprintf                                        0x779622b7       0x000322b7      1894 (0x766)     ntdll.dll           C:\Windows\SysWOW64\ntdll.dll             Exported Function

   _snwprintf                                        0x75b095d1       0x000295d1      826 (0x33a)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _snwprintf_l                                      0x75b56c91       0x00076c91      827 (0x33b)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _snwprintf_s                                      0x77a07554       0x000d7554      1895 (0x767)     ntdll.dll           C:\Windows\SysWOW64\ntdll.dll             Exported Function

   _snwprintf_s                                      0x75af141b       0x0001141b      828 (0x33c)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _snwprintf_s_l                                    0x75b56a19       0x00076a19      829 (0x33d)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _snwscanf                                         0x75b56d25       0x00076d25      830 (0x33e)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _snwscanf_l                                       0x75b56d4d       0x00076d4d      831 (0x33f)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _snwscanf_s                                       0x77a07578       0x000d7578      1896 (0x768)     ntdll.dll           C:\Windows\SysWOW64\ntdll.dll             Exported Function

   _snwscanf_s                                       0x75b01b1c       0x00021b1c      832 (0x340)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _snwscanf_s_l                                     0x75b56d76       0x00076d76      833 (0x341)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _sopen                                            0x75b4024e       0x0006024e      834 (0x342)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _sopen_s                                          0x75afa710       0x0001a710      835 (0x343)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _spawnl                                           0x75b39b6b       0x00059b6b      836 (0x344)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _spawnle                                          0x75b39bbf       0x00059bbf      837 (0x345)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _spawnlp                                          0x75b39c20       0x00059c20      838 (0x346)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _spawnlpe                                         0x75b39c73       0x00059c73      839 (0x347)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _spawnv                                           0x75b39cd4       0x00059cd4      840 (0x348)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _spawnve                                          0x75b39daa       0x00059daa      841 (0x349)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _spawnvp                                          0x75b39fcc       0x00059fcc      842 (0x34a)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

   _spawnvpe                                         0x75b39feb       0x00059feb      843 (0x34b)      msvcrt.dll          C:\Windows\syswow64\msvcrt.dll            Exported Function

